,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ceilingvis,crosswinds,departures,severe,winterwx,sum,airport,nodepart,delayrange,natsvr,arrivalimpacts,delayrange.1,delays,ac,hour,west,east,maxsize,numpoints,weekday,pred_dif,delayrangeF,local_time,i_wind,cv,i_winter,i_dep,i_nat,i_arr,i_svr,i_dr,i_cv
10,10,10,10,10,10,0.0,0,0.0,0,0,29.479595138222912,JAX,1,"(0, 20)",21.979595138222912,7.5,"(0, 20)",17.843333333333334,11,21,0,0,0,0,2,16.843333333333334,"[5.843333333333334, 29.843333333333334]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 5.843333333333334 and 29.843333333333334%,No Impacts
11,11,11,11,11,11,0.0,0,0.0,90,0,116.27261402489675,STL,1,"(38, 58)",20.27261402489677,6.0,"(38, 58)",14.452222222222224,12,21,3,5,730,8,2,-33.547777777777775,"[2.4522222222222236, 26.452222222222225]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 2.4522222222222236 and 26.452222222222225%,No Impacts
12,12,12,12,12,12,0.0,0,0.0,108,0,143.41290770044782,AUS,0,"(53, 73)",11.412907700447803,24.0,"(53, 73)",17.888888888888893,13,21,2,3,2634,5,2,-45.11111111111111,"[5.888888888888893, 29.888888888888893]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Elevated Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.888888888888893 and 29.888888888888893%,No Impacts
13,13,13,13,13,13,0.0,0,0.0,108,0,161.56524829207785,PDX,0,"(63, 83)",11.565248292077833,42.0,"(63, 83)",25.29682539682539,14,21,3,5,698,8,2,-47.70317460317461,"[13.29682539682539, 37.29682539682539]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Signifcant Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 13.29682539682539 and 37.29682539682539%,No Impacts
14,14,14,14,14,14,0.0,0,0.0,30,0,61.43490492942245,BNA,0,"(8, 28)",19.43490492942245,12.0,"(8, 28)",23.05777777777778,15,21,3,1,336,4,2,5.057777777777778,"[11.05777777777778, 35.05777777777778]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Scattered Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 11.05777777777778 and 35.05777777777778%,No Impacts
15,15,15,15,15,15,0.0,0,0.0,0,0,136.70058778340783,SAN,0,"(50, 70)",7.700587783407861,129.0,"(50, 70)",26.08526610644257,16,21,0,0,0,0,2,-33.914733893557425,"[14.085266106442571, 38.085266106442575]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 14.085266106442571 and 38.085266106442575%,No Impacts
16,16,16,16,16,16,0.0,0,0.0,0,0,35.22282327071135,TPA,0,"(0, 20)",18.42282327071135,16.8,"(0, 20)",19.23333333333333,17,21,0,0,0,0,2,15.233333333333333,"[7.233333333333331, 31.23333333333333]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 7.233333333333331 and 31.23333333333333%,No Impacts
17,17,17,17,17,17,0.0,0,37.1,218,0,322.8080349088252,BWI,0,"(80, 100)",51.708034908825205,15.999999999999998,"(80, 100)",25.458888888888907,18,21,4,9,1692,13,2,-136.5411111111111,"[13.458888888888907, 37.45888888888891]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Significat Impacts - Poss. Rerouting,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 13.458888888888907 and 37.45888888888891%,No Impacts
18,18,18,18,18,18,0.0,0,0.0,215,0,276.7906433872851,PHL,0,"(80, 100)",57.79064338728512,4.0,"(80, 100)",13.193333333333328,19,21,7,10,1409,17,2,-123.80666666666669,"[1.193333333333328, 25.193333333333328]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Significat Impacts - Poss. Rerouting,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 1.193333333333328 and 25.193333333333328%,No Impacts
19,19,19,19,19,19,0.0,0,41.95,0,0,98.28957981506458,SLC,0,"(29, 49)",12.839579815064592,43.5,"(29, 49)",18.524649728694648,20,21,0,0,0,0,2,-20.475350271305352,"[6.524649728694648, 30.524649728694648]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 6.524649728694648 and 30.524649728694648%,No Impacts
20,20,20,20,20,20,4.36,0,0.0,0,0,43.43797967339332,DTW,0,"(0, 20)",26.327979673393312,12.75,"(0, 20)",26.183333333333334,21,21,0,0,0,0,2,18.183333333333334,"[14.183333333333334, 38.18333333333334]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 14.183333333333334 and 38.18333333333334%,
21,21,21,21,21,21,0.0,0,0.0,90,0,122.84037626041632,MSP,0,"(42, 62)",17.840376260416335,15.0,"(42, 62)",16.983015873015873,22,21,3,5,1225,8,2,-35.01698412698413,"[4.983015873015873, 28.983015873015873]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 4.983015873015873 and 28.983015873015873%,No Impacts
22,22,22,22,22,22,0.0,0,30.366666666666667,90,0,164.7566096289805,SFO,0,"(65, 85)",11.389942962313818,33.0,"(65, 85)",29.897142857142853,23,21,2,4,688,6,2,-45.10285714285715,"[17.897142857142853, 41.89714285714285]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,Minimal Impacts,Elevated Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 17.897142857142853 and 41.89714285714285%,No Impacts
23,23,23,23,23,23,0.0,0,25.975,50,0,107.64771892361262,IAH,0,"(34, 54)",12.172718923612624,19.5,"(34, 54)",9.019389499389495,24,21,4,2,1396,6,2,-34.9806105006105,"[0, 24]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,Minimal Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 0 and 24%,No Impacts
24,24,24,24,24,24,0.0,0,45.55,80,0,180.80584335336547,SEA,0,"(74, 94)",11.619479717001855,43.63636363636363,"(74, 94)",28.133968253968256,25,21,2,4,688,6,2,-55.866031746031744,"[16.133968253968256, 40.133968253968256]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 16.133968253968256 and 40.133968253968256%,No Impacts
25,25,25,25,25,25,0.0,0,44.45,0,0,110.54924878795302,PHX,0,"(35, 55)",8.499248787953011,57.6,"(35, 55)",18.589498418733463,26,21,0,0,0,0,2,-26.410501581266534,"[6.589498418733463, 30.589498418733463]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 6.589498418733463 and 30.589498418733463%,No Impacts
26,26,26,26,26,26,0.0,0,36.73333333333333,0,0,92.05865645360063,LAS,0,"(25, 45)",8.182465977410157,47.14285714285714,"(25, 45)",19.75682889192734,27,21,0,0,0,0,2,-15.24317110807266,"[7.756828891927341, 31.75682889192734]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 7.756828891927341 and 31.75682889192734%,No Impacts
27,27,27,27,27,27,0.0,0,23.9,20,0,93.73326395463788,CLT,0,"(26, 46)",28.83326395463788,21.0,"(26, 46)",18.852991452991454,28,21,0,1,133,1,2,-17.147008547008546,"[6.8529914529914535, 30.852991452991454]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Higher Flow,Moderate Impacts,Elevated Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 6.8529914529914535 and 30.852991452991454%,No Impacts
28,28,28,28,28,28,0.0,0,42.175,35,0,128.18944403385817,DEN,0,"(45, 65)",14.264444033858156,36.75,"(45, 65)",37.1386161986162,29,21,1,2,192,3,2,-17.861383801383802,"[25.138616198616198, 49.1386161986162]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 25.138616198616198 and 49.1386161986162%,No Impacts
29,29,29,29,29,29,0.0,0,29.55,0,0,94.21521815050372,LAX,0,"(26, 46)",7.665218150503714,57.0,"(26, 46)",19.9239566719002,30,21,0,0,0,0,2,-16.076043328099807,"[7.923956671900196, 31.923956671900196]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 7.923956671900196 and 31.923956671900196%,No Impacts
30,30,30,30,30,30,0.0,0,0.0,20,0,46.34454602518421,IND,1,"(0, 20)",23.944546025184213,2.4,"(0, 20)",22.166666666666664,31,21,1,1,336,2,2,12.166666666666666,"[10.166666666666664, 34.166666666666664]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,0,Some T-Storm Impacts,Predicted Departure Delays Between 10.166666666666664 and 34.166666666666664%,No Impacts
31,31,31,31,31,31,2.966666666666667,0,0.0,107,0,124.60881967498638,OKC,1,"(43, 63)",12.142153008319706,2.5,"(43, 63)",22.31676151761517,32,21,0,0,0,0,2,-30.68323848238483,"[10.31676151761517, 34.31676151761517]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 10.31676151761517 and 34.31676151761517%,
32,32,32,32,32,32,0.0,0,0.0,65,0,85.04603698503,MCI,0,"(21, 41)",17.646036985029994,2.4,"(21, 41)",5.064957264957261,33,21,4,3,1030,7,2,-25.93504273504274,"[0, 24]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 0 and 24%,No Impacts
33,33,33,33,33,33,0.0,0,0.0,140,0,192.0169656804516,RDU,0,"(80, 100)",37.016965680451605,15.0,"(80, 100)",26.057777777777773,34,21,4,6,1262,10,2,-63.94222222222223,"[14.057777777777773, 38.05777777777777]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Significat Impacts - Poss. Rerouting,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 14.057777777777773 and 38.05777777777777%,No Impacts
34,34,34,34,34,34,5.823999999999999,0,0.0,0,0,44.70218174591965,CLE,1,"(0, 20)",29.27818174591965,9.6,"(0, 20)",30.8,35,21,0,0,0,0,2,21.8,"[18.8, 42.8]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 18.8 and 42.8%,Minor Impacts
