,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ceilingvis,crosswinds,departures,severe,winterwx,sum,airport,nodepart,delayrange,natsvr,arrivalimpacts,delayrange.1,delays,ac,hour,west,east,maxsize,numpoints,weekday,pred_dif,delayrangeF,local_time,i_wind,cv,i_winter,i_dep,i_nat,i_arr,i_svr,i_dr,i_cv
10,10,10,10,10,10,0.0,0,0.0,20,0,21.5,JAX,1,"(0, 20)",0,1.5,"(0, 20)",13.703333333333331,11,3,4,0,186,4,2,16.703333333333333,"[1.7033333333333314, 25.703333333333333]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Some T-Storm Impacts,Predicted Departure Delays Between 1.7033333333333314 and 25.703333333333333%,No Impacts
11,11,11,11,11,11,0.0,0,0.0,30,0,31.0,STL,1,"(0, 20)",0,1.0,"(0, 20)",18.04,12,3,3,1,351,4,2,16.04,"[6.039999999999999, 30.04]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 6.039999999999999 and 30.04%,No Impacts
12,12,12,12,12,12,0.0,0,0.0,99,0,112.5,AUS,0,"(36, 56)",0,13.5,"(36, 56)",14.12190476190477,13,3,1,2,8939,3,2,-31.87809523809523,"[2.1219047619047693, 26.12190476190477]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 2.1219047619047693 and 26.12190476190477%,No Impacts
13,13,13,13,13,13,0.0,0,0.0,130,0,166.0,PDX,0,"(66, 86)",0,36.0,"(66, 86)",23.483968253968257,14,3,3,7,181,10,2,-52.51603174603174,"[11.483968253968257, 35.48396825396826]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Signifcant Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 11.483968253968257 and 35.48396825396826%,No Impacts
14,14,14,14,14,14,0.0,0,0.0,30,0,34.0,BNA,0,"(0, 20)",0,4.0,"(0, 20)",17.416666666666664,15,3,0,2,259,2,2,14.416666666666666,"[5.416666666666664, 29.416666666666664]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 5.416666666666664 and 29.416666666666664%,No Impacts
15,15,15,15,15,15,0.0,0,0.0,0,0,108.0,SAN,0,"(34, 54)",0,108.0,"(34, 54)",17.1425816993464,16,3,0,0,0,0,2,-26.8574183006536,"[5.142581699346401, 29.1425816993464]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 5.142581699346401 and 29.1425816993464%,No Impacts
16,16,16,16,16,16,0.0,0,0.0,76,0,80.8,TPA,1,"(19, 39)",0,4.8,"(19, 39)",17.553241110741112,17,3,2,2,186,4,2,-11.446758889258888,"[5.553241110741112, 29.553241110741112]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.553241110741112 and 29.553241110741112%,No Impacts
17,17,17,17,17,17,0.0,0,0.0,35,0,41.0,BWI,1,"(0, 20)",0,6.0,"(0, 20)",17.77,18,3,1,2,423,3,2,10.77,"[5.77, 29.77]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Scattered Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 5.77 and 29.77%,No Impacts
18,18,18,18,18,18,0.0,0,0.0,65,0,66.0,PHL,1,"(11, 31)",0,1.0,"(11, 31)",21.570092592592594,19,3,1,4,791,5,2,0.5700925925925927,"[9.570092592592594, 33.570092592592594]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 9.570092592592594 and 33.570092592592594%,No Impacts
19,19,19,19,19,19,0.0,0,45.0,0,0,78.0,SLC,0,"(17, 37)",0,33.0,"(17, 37)",22.3456862745098,20,3,0,0,0,0,2,-4.654313725490197,"[10.345686274509799, 34.3456862745098]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Elevated Arrival Delays,No Impacts,Predicted Departure Delays Between 10.345686274509799 and 34.3456862745098%,No Impacts
20,20,20,20,20,20,5.82,0,0.0,60,25,97.57,DTW,0,"(28, 48)",0,6.75,"(28, 48)",20.87452325452325,21,3,0,4,100,4,2,-17.12547674547675,"[8.87452325452325, 32.874523254523254]",Apr 22 (Sat) 05:00 PM,No Impacts,0,Moderate Impacts - Extensive Deicing,Few Departures,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 8.87452325452325 and 32.874523254523254%,Minor Impacts
21,21,21,21,21,21,0.0,0,0.0,53,0,64.0,MSP,0,"(10, 30)",0,10.999999999999998,"(10, 30)",22.885925925925925,22,3,1,0,5746,1,2,2.885925925925926,"[10.885925925925925, 34.885925925925925]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 10.885925925925925 and 34.885925925925925%,No Impacts
22,22,22,22,22,22,0.0,0,23.766666666666666,180,0,220.76666666666665,SFO,0,"(80, 100)",0,17.0,"(80, 100)",38.02126984126984,23,3,5,6,181,11,2,-67.97873015873016,"[26.02126984126984, 50.02126984126984]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 26.02126984126984 and 50.02126984126984%,No Impacts
23,23,23,23,23,23,0.0,0,0.0,72,0,81.0,IAH,0,"(19, 39)",0,9.0,"(19, 39)",37.784098494098494,24,3,1,1,8511,2,2,8.784098494098494,"[25.784098494098494, 49.784098494098494]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 25.784098494098494 and 49.784098494098494%,No Impacts
24,24,24,24,24,24,0.0,0,41.7,141,0,214.3363636363636,SEA,0,"(80, 100)",0,31.63636363636364,"(80, 100)",33.94126984126984,25,3,5,6,181,11,2,-68.05873015873016,"[21.941269841269843, 45.94126984126984]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Elevated Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 21.941269841269843 and 45.94126984126984%,No Impacts
25,25,25,25,25,25,0.0,0,57.2,0,0,101.6,PHX,0,"(30, 50)",0,44.4,"(30, 50)",27.174938630689404,26,3,0,0,0,0,2,-12.825061369310596,"[15.174938630689404, 39.174938630689404]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 15.174938630689404 and 39.174938630689404%,No Impacts
26,26,26,26,26,26,0.0,0,33.1,50,0,118.24285714285712,LAS,0,"(40, 60)",0,35.14285714285714,"(40, 60)",18.403924963924965,27,3,2,2,283,4,2,-31.596075036075035,"[6.403924963924965, 30.403924963924965]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,Signifcant Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 6.403924963924965 and 30.403924963924965%,No Impacts
27,27,27,27,27,27,0.0,0,0.0,10,0,16.0,CLT,0,"(0, 20)",0,6.0,"(0, 20)",16.14666666666667,28,3,2,0,186,2,2,22.14666666666667,"[4.146666666666668, 28.14666666666667]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Scattered Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 4.146666666666668 and 28.14666666666667%,No Impacts
28,28,28,28,28,28,0.0,0,28.125,64,0,117.625,DEN,0,"(39, 59)",0,25.5,"(39, 59)",15.285353535353536,29,3,3,3,316,6,2,-33.714646464646464,"[3.2853535353535364, 27.285353535353536]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,Elevated Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 3.2853535353535364 and 27.285353535353536%,No Impacts
29,29,29,29,29,29,0.0,0,22.775,10,0,72.525,LAX,0,"(14, 34)",0,39.75,"(14, 34)",13.440925925925926,30,3,2,0,692,2,2,-10.559074074074074,"[1.4409259259259262, 25.440925925925924]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,Signifcant Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 1.4409259259259262 and 25.440925925925924%,No Impacts
30,30,30,30,30,30,0.0,0,0.0,20,0,21.2,IND,1,"(0, 20)",0,1.2,"(0, 20)",12.416666666666666,31,3,1,1,265,2,2,15.416666666666666,"[0.4166666666666661, 24.416666666666664]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Some T-Storm Impacts,Predicted Departure Delays Between 0.4166666666666661 and 24.416666666666664%,No Impacts
31,31,31,31,31,31,0.0,0,0.0,83,0,84.25,OKC,1,"(21, 41)",0,1.25,"(21, 41)",14.87652261727874,32,3,0,0,0,0,2,-16.12347738272126,"[2.8765226172787397, 26.876522617278738]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 2.8765226172787397 and 26.876522617278738%,No Impacts
32,32,32,32,32,32,0.0,0,0.0,58,0,59.2,MCI,1,"(7, 27)",0,1.2,"(7, 27)",22.44333333333333,33,3,2,0,7702,2,2,5.443333333333333,"[10.443333333333332, 34.44333333333333]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 10.443333333333332 and 34.44333333333333%,No Impacts
33,33,33,33,33,33,0.0,0,0.0,0,0,6.0,RDU,1,"(0, 20)",0,6.0,"(0, 20)",12.23,34,3,0,0,0,0,2,23.23,"[0.23000000000000043, 24.23]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 0.23000000000000043 and 24.23%,No Impacts
34,34,34,34,34,34,2.528,0,0.0,30,0,36.128,CLE,1,"(0, 20)",0,3.6,"(0, 20)",18.82333333333333,35,3,3,1,186,4,2,14.823333333333334,"[6.823333333333331, 30.82333333333333]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 6.823333333333331 and 30.82333333333333%,
