,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ceilingvis,crosswinds,departures,severe,winterwx,sum,airport,nodepart,delayrange,natsvr,arrivalimpacts,delayrange.1,delays,ac,hour,west,east,maxsize,numpoints,weekday,pred_dif,delayrangeF,local_time,i_wind,cv,i_winter,i_dep,i_nat,i_arr,i_svr,i_dr,i_cv
10,10,10,10,10,10,0.0,0,0.0,5,0,5.0,JAX,1,"(0, 20)",0,0.0,"(0, 20)",8.350000000000001,11,13,1,0,1366,1,1,20.35,"[0, 24]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,0,Predicted Departure Delays Between 0 and 24%,No Impacts
11,11,11,11,11,11,0.0,0,0.0,25,0,25.0,STL,1,"(0, 20)",0,0.0,"(0, 20)",15.11,12,13,2,1,635,3,1,16.11,"[3.1099999999999994, 27.11]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 3.1099999999999994 and 27.11%,No Impacts
12,12,12,12,12,12,20.76,0,24.05,53,0,97.81,AUS,0,"(28, 48)",0,0.0,"(28, 48)",21.467238502238505,13,13,1,0,11739,1,1,-16.532761497761495,"[9.467238502238505, 33.4672385022385]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 9.467238502238505 and 33.4672385022385%,Moderate Impacts
13,13,13,13,13,13,0.0,0,16.15,111,0,127.15,PDX,0,"(44, 64)",0,0.0,"(44, 64)",17.88301587301588,14,13,2,3,2631,5,1,-36.11698412698412,"[5.883015873015879, 29.88301587301588]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Managable Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.883015873015879 and 29.88301587301588%,No Impacts
14,14,14,14,14,14,0.0,0,20.46666666666667,35,0,55.46666666666667,BNA,0,"(5, 25)",0,0.0,"(5, 25)",18.775185185185187,15,13,1,2,321,3,1,3.7751851851851854,"[6.775185185185187, 30.775185185185187]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 6.775185185185187 and 30.775185185185187%,No Impacts
15,15,15,15,15,15,0.0,0,44.0,10,0,54.0,SAN,0,"(4, 24)",0,0.0,"(4, 24)",15.886666666666668,16,13,2,0,470,2,1,1.8866666666666667,"[3.8866666666666685, 27.88666666666667]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,No/Few Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 3.8866666666666685 and 27.88666666666667%,No Impacts
16,16,16,16,16,16,0.0,0,23.65,57,0,80.65,TPA,0,"(19, 39)",0,0.0,"(19, 39)",25.511254578754578,17,13,1,0,2132,1,1,-3.4887454212454214,"[13.511254578754578, 37.511254578754574]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 13.511254578754578 and 37.511254578754574%,No Impacts
17,17,17,17,17,17,0.0,0,0.0,40,0,40.0,BWI,0,"(0, 20)",0,0.0,"(0, 20)",17.840925925925927,18,13,2,2,374,4,1,10.840925925925928,"[5.8409259259259265, 29.840925925925927]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.8409259259259265 and 29.840925925925927%,No Impacts
18,18,18,18,18,18,0.0,0,20.000000000000004,100,0,120.0,PHL,0,"(41, 61)",0,0.0,"(41, 61)",24.31761904761905,19,13,2,5,629,7,1,-26.68238095238095,"[12.31761904761905, 36.31761904761905]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 12.31761904761905 and 36.31761904761905%,No Impacts
19,19,19,19,19,19,0.0,0,0.0,0,0,0.0,SLC,0,"(0, 20)",0,0.0,"(0, 20)",18.096666666666664,20,13,0,0,0,0,1,33.096666666666664,"[6.096666666666664, 30.096666666666664]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,No Impacts,Predicted Departure Delays Between 6.096666666666664 and 30.096666666666664%,No Impacts
20,20,20,20,20,20,5.630000000000001,0,15.7,53,0,74.33,DTW,0,"(15, 35)",0,0.0,"(15, 35)",21.02564814814815,21,13,1,0,2289,1,1,-3.9743518518518512,"[9.02564814814815, 33.02564814814815]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Managable Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 9.02564814814815 and 33.02564814814815%,Minor Impacts
21,21,21,21,21,21,0.0,0,0.0,126,0,126.0,MSP,0,"(44, 64)",0,0.0,"(44, 64)",16.567460317460316,22,13,3,3,2251,6,1,-37.43253968253968,"[4.567460317460316, 28.567460317460316]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 4.567460317460316 and 28.567460317460316%,No Impacts
22,22,22,22,22,22,0.0,0,14.8,133,0,147.8,SFO,0,"(56, 76)",0,0.0,"(56, 76)",18.075873015873,23,13,2,3,2450,5,1,-47.924126984127,"[6.075873015873, 30.075873015873]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Managable Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 6.075873015873 and 30.075873015873%,No Impacts
23,23,23,23,23,23,34.739999999999995,0,25.175,53,0,112.915,IAH,0,"(37, 57)",0,0.0,"(37, 57)",20.4131746031746,24,13,1,0,7421,1,1,-26.5868253968254,"[8.4131746031746, 32.413174603174596]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 8.4131746031746 and 32.413174603174596%,Moderate Impacts
24,24,24,24,24,24,0.0,0,24.3,103,0,127.3,SEA,0,"(45, 65)",0,0.0,"(45, 65)",19.35650793650794,25,13,2,3,2450,5,1,-35.64349206349206,"[7.356507936507938, 31.35650793650794]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 7.356507936507938 and 31.35650793650794%,No Impacts
25,25,25,25,25,25,0.0,0,30.3,0,0,30.3,PHX,0,"(0, 20)",0,0.0,"(0, 20)",3.07,26,13,0,0,0,0,1,2.07,"[0, 24]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,No Impacts,Predicted Departure Delays Between 0 and 24%,No Impacts
26,26,26,26,26,26,0.0,0,27.6,0,0,27.6,LAS,0,"(0, 20)",0,0.0,"(0, 20)",6.926666666666667,27,13,0,0,0,0,1,6.926666666666667,"[0, 24]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,No Impacts,Predicted Departure Delays Between 0 and 24%,No Impacts
27,27,27,27,27,27,0.0,0,46.23333333333333,5,0,51.23333333333333,CLT,0,"(3, 23)",0,0.0,"(3, 23)",17.0,28,13,1,0,697,1,1,4.0,"[5.0, 29.0]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,No/Few Arrival Delays,0,Predicted Departure Delays Between 5.0 and 29.0%,No Impacts
28,28,28,28,28,28,0.0,0,26.825,0,0,26.825,DEN,0,"(0, 20)",0,0.0,"(0, 20)",6.483333333333333,29,13,0,0,0,0,1,6.483333333333333,"[0, 24]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,No Impacts,Predicted Departure Delays Between 0 and 24%,No Impacts
29,29,29,29,29,29,0.0,0,14.9,30,0,44.9,LAX,0,"(0, 20)",0,0.0,"(0, 20)",15.796666666666669,30,13,2,1,960,3,1,6.796666666666667,"[3.7966666666666686, 27.796666666666667]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Managable Flow,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 3.7966666666666686 and 27.796666666666667%,No Impacts
30,30,30,30,30,30,0.0,0,0.0,25,0,25.0,IND,1,"(0, 20)",0,0.0,"(0, 20)",12.366666666666667,31,13,2,1,421,3,1,13.366666666666667,"[0.36666666666666714, 24.366666666666667]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 0.36666666666666714 and 24.366666666666667%,No Impacts
31,31,31,31,31,31,0.0,0,0.0,53,0,53.0,OKC,1,"(4, 24)",0,0.0,"(4, 24)",18.03,32,13,0,0,0,0,1,4.03,"[6.030000000000001, 30.03]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 6.030000000000001 and 30.03%,No Impacts
32,32,32,32,32,32,0.0,0,0.0,68,0,68.0,MCI,1,"(12, 32)",0,0.0,"(12, 32)",17.19574074074074,33,13,1,1,6296,2,1,-4.80425925925926,"[5.195740740740739, 29.19574074074074]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.195740740740739 and 29.19574074074074%,No Impacts
33,33,33,33,33,33,0.0,0,0.0,0,0,0.0,RDU,0,"(0, 20)",0,0.0,"(0, 20)",11.093333333333334,34,13,0,0,0,0,1,26.093333333333334,"[0, 24]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,No Impacts,Predicted Departure Delays Between 0 and 24%,No Impacts
34,34,34,34,34,34,2.9119999999999995,0,0.0,23,0,25.912,CLE,1,"(0, 20)",0,0.0,"(0, 20)",19.816666666666663,35,13,1,0,1590,1,1,19.816666666666663,"[7.816666666666663, 31.816666666666663]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 7.816666666666663 and 31.816666666666663%,
