,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ceilingvis,crosswinds,departures,severe,winterwx,sum,airport,nodepart,delayrange,natsvr,arrivalimpacts,delayrange.1,delays,ac,hour,west,east,maxsize,numpoints,weekday,pred_dif,delayrangeF,local_time,i_wind,cv,i_winter,i_dep,i_nat,i_arr,i_svr,i_dr,i_cv
10,10,10,10,10,10,0.0,0,0.0,0,0,38.294117878652656,JAX,1,"(0, 20)",30.79411787865266,7.5,"(0, 20)",23.98333333333333,11,1,0,0,0,0,3,17.983333333333334,"[11.98333333333333, 35.983333333333334]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 11.98333333333333 and 35.983333333333334%,No Impacts
11,11,11,11,11,11,0.0,0,0.0,45,0,74.86943372785197,STL,1,"(16, 36)",22.86943372785197,7.000000000000001,"(16, 36)",14.085075757575757,12,1,3,2,734,5,3,-11.914924242424243,"[2.0850757575757566, 26.08507575757576]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 2.0850757575757566 and 26.08507575757576%,No Impacts
12,12,12,12,12,12,0.0,0,29.75,83,0,152.64118389384845,AUS,0,"(58, 78)",12.891183893848464,27.0,"(58, 78)",22.0263492063492,13,1,1,2,3911,3,3,-45.9736507936508,"[10.026349206349199, 34.026349206349195]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,Minimal Impacts,Elevated Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 10.026349206349199 and 34.026349206349195%,No Impacts
13,13,13,13,13,13,0.0,0,0.0,149,0,211.81562582086,PDX,0,"(80, 100)",11.81562582085994,51.0,"(80, 100)",16.845555555555535,14,1,4,4,2041,8,3,-84.15444444444447,"[4.845555555555535, 28.845555555555535]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Signifcant Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 4.845555555555535 and 28.845555555555535%,No Impacts
14,14,14,14,14,14,0.0,0,0.0,35,0,76.45461250555562,BNA,0,"(17, 37)",28.454612505555613,12.999999999999998,"(17, 37)",14.344132071632073,15,1,1,2,253,3,3,-12.655867928367927,"[2.344132071632073, 26.344132071632075]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 2.344132071632073 and 26.344132071632075%,No Impacts
15,15,15,15,15,15,0.0,0,57.3,0,0,215.42496767320185,SAN,0,"(80, 100)",8.124967673201805,150.0,"(80, 100)",63.630980392156864,16,1,0,0,0,0,3,-39.369019607843136,"[51.630980392156864, 75.63098039215686]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 51.630980392156864 and 75.63098039215686%,No Impacts
16,16,16,16,16,16,0.0,0,0.0,5,0,47.98835742756444,TPA,0,"(1, 21)",23.788357427564435,19.2,"(1, 21)",24.4,17,1,1,0,171,1,3,13.4,"[12.399999999999999, 36.4]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,0,Predicted Departure Delays Between 12.399999999999999 and 36.4%,No Impacts
17,17,17,17,17,17,0.0,0,47.8,50,0,176.026289589831,BWI,0,"(71, 91)",60.22628958983101,18.0,"(71, 91)",31.79380952380952,18,1,0,3,137,3,3,-49.20619047619048,"[19.79380952380952, 43.79380952380952]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Significat Impacts - Poss. Rerouting,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 19.79380952380952 and 43.79380952380952%,No Impacts
18,18,18,18,18,18,0.0,0,0.0,203,0,265.9345556036557,PHL,0,"(80, 100)",54.93455560365574,7.999999999999999,"(80, 100)",25.775555555555627,19,1,3,11,1278,14,3,-105.22444444444436,"[13.775555555555627, 37.77555555555563]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Significat Impacts - Poss. Rerouting,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 13.775555555555627 and 37.77555555555563%,No Impacts
19,19,19,19,19,19,0.0,0,0.0,0,0,58.33176024738658,SLC,0,"(7, 27)",13.33176024738658,45.0,"(7, 27)",15.15111111111111,20,1,0,0,0,0,3,-1.8488888888888888,"[3.15111111111111, 27.15111111111111]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 3.15111111111111 and 27.15111111111111%,No Impacts
20,20,20,20,20,20,0.0,0,17.5,25,0,88.50410713119595,DTW,0,"(23, 43)",28.754107131195955,17.25,"(23, 43)",23.198933381433385,21,1,2,1,171,3,3,-9.801066618566615,"[11.198933381433385, 35.198933381433385]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Managable Flow,Moderate Impacts,Scattered Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 11.198933381433385 and 35.198933381433385%,No Impacts
21,21,21,21,21,21,0.0,0,26.3,73,0,137.10962121630598,MSP,0,"(50, 70)",18.809621216306,19.0,"(50, 70)",20.26380952380952,22,1,2,1,3473,3,3,-39.73619047619048,"[8.26380952380952, 32.26380952380952]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,Minimal Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 8.26380952380952 and 32.26380952380952%,No Impacts
22,22,22,22,22,22,0.0,0,29.766666666666666,148,0,228.47833123768004,SFO,0,"(80, 100)",11.711664571013388,39.0,"(80, 100)",25.359999999999985,23,1,5,4,2041,9,3,-84.64000000000001,"[13.359999999999985, 37.359999999999985]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,Minimal Impacts,Signifcant Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 13.359999999999985 and 37.359999999999985%,No Impacts
23,23,23,23,23,23,0.0,0,43.925,77,0,158.88183737354217,IAH,0,"(62, 82)",13.956837373542156,24.0,"(62, 82)",27.669682539682547,24,1,2,1,4653,3,3,-44.33031746031745,"[15.669682539682547, 39.66968253968255]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Elevated Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 15.669682539682547 and 39.66968253968255%,No Impacts
24,24,24,24,24,24,0.0,0,49.35,141,0,246.9259151397264,SEA,0,"(80, 100)",11.84864241245372,44.72727272727273,"(80, 100)",32.36333333333333,25,1,5,4,2041,9,3,-87.63666666666667,"[20.36333333333333, 44.36333333333333]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 20.36333333333333 and 44.36333333333333%,No Impacts
25,25,25,25,25,25,0.0,0,49.7,0,0,129.56710211491577,PHX,0,"(46, 66)",9.067102114915784,70.8,"(46, 66)",21.530980392156863,26,1,0,0,0,0,3,-34.46901960784314,"[9.530980392156863, 33.53098039215686]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 9.530980392156863 and 33.53098039215686%,No Impacts
26,26,26,26,26,26,0.0,0,31.7,0,0,97.49275375297296,LAS,0,"(28, 48)",12.649896610115814,53.142857142857146,"(28, 48)",20.31741509782924,27,1,0,0,0,0,3,-17.682584902170763,"[8.31741509782924, 32.31741509782924]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Higher Flow,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 8.31741509782924 and 32.31741509782924%,No Impacts
27,27,27,27,27,27,0.0,0,26.266666666666666,0,0,98.38503418004952,CLT,0,"(29, 49)",45.11836751338287,27.0,"(29, 49)",16.060274516539685,28,1,0,0,0,0,3,-22.939725483460315,"[4.060274516539685, 28.060274516539685]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Higher Flow,Significat Impacts - Poss. Rerouting,Elevated Arrival Delays,No Impacts,Predicted Departure Delays Between 4.060274516539685 and 28.060274516539685%,No Impacts
28,28,28,28,28,28,0.0,0,54.4,80,0,192.93629739708663,DEN,0,"(80, 100)",15.036297397086669,43.5,"(80, 100)",35.21857142857142,29,1,0,5,468,5,3,-55.78142857142858,"[23.218571428571423, 47.21857142857142]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,Minimal Impacts,Signifcant Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 23.218571428571423 and 47.21857142857142%,No Impacts
29,29,29,29,29,29,0.0,0,32.2,0,0,106.27014319805286,LAX,0,"(33, 53)",8.070143198052875,66.0,"(33, 53)",18.82543957943789,30,1,0,0,0,0,3,-24.174560420562106,"[6.825439579437894, 30.825439579437894]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,Minimal Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 6.825439579437894 and 30.825439579437894%,No Impacts
30,30,30,30,30,30,0.0,0,0.0,25,0,56.158484113528765,IND,1,"(5, 25)",27.55848411352876,3.6,"(5, 25)",12.743333333333332,31,1,2,1,252,3,3,-2.256666666666667,"[0.7433333333333323, 24.743333333333332]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,0,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 0.7433333333333323 and 24.743333333333332%,No Impacts
31,31,31,31,31,31,0.0,0,0.0,83,0,99.13623961745336,OKC,1,"(29, 49)",13.636239617453375,2.5,"(29, 49)",17.878748330767447,32,1,0,0,0,0,3,-21.12125166923256,"[5.878748330767447, 29.878748330767447]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.878748330767447 and 29.878748330767447%,No Impacts
32,32,32,32,32,32,0.0,0,0.0,73,0,94.67648613174336,MCI,1,"(27, 47)",19.276486131743336,2.4,"(27, 47)",20.71597883597884,33,1,2,1,4583,3,3,-16.284021164021162,"[8.715978835978841, 32.715978835978845]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,Minimal Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 8.715978835978841 and 32.715978835978845%,No Impacts
33,33,33,33,33,33,0.0,0,0.0,0,0,92.3681420418383,RDU,1,"(25, 45)",72.8681420418383,19.5,"(25, 45)",15.004811557982752,34,1,0,0,0,0,3,-19.99518844201725,"[3.0048115579827517, 27.00481155798275]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Significat Impacts - Poss. Rerouting,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 3.0048115579827517 and 27.00481155798275%,No Impacts
34,34,34,34,34,34,3.4240000000000004,0,0.0,0,0,46.77111563381989,CLE,1,"(0, 20)",32.547115633819885,10.8,"(0, 20)",33.053333333333335,35,1,0,0,0,0,3,23.05333333333333,"[21.053333333333335, 45.053333333333335]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,Moderate Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 21.053333333333335 and 45.053333333333335%,
