,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ceilingvis,crosswinds,departures,severe,winterwx,sum,airport,nodepart,delayrange,natsvr,arrivalimpacts,delayrange.1,delays,ac,hour,west,east,maxsize,numpoints,weekday,pred_dif,delayrangeF,local_time,i_wind,cv,i_winter,i_dep,i_nat,i_arr,i_svr,i_dr,i_cv
12,12,12,12,12,12,25.72,0,34.0,82,0,141.72,AUS,0,"(52, 72)",0,0.0,"(52, 72)",26.096349206349217,13,15,3,1,8680,4,1,-35.90365079365078,"[14.096349206349217, 38.09634920634922]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 14.096349206349217 and 38.09634920634922%,Moderate Impacts
13,13,13,13,13,13,6.760000000000001,0,0.0,208,0,219.26,PDX,0,"(80, 100)",0,4.5,"(80, 100)",23.741111111111124,14,15,6,6,2500,12,1,-81.25888888888888,"[11.741111111111124, 35.741111111111124]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 11.741111111111124 and 35.741111111111124%,Minor Impacts
14,14,14,14,14,14,0.0,0,26.1,20,0,46.1,BNA,0,"(0, 20)",0,0.0,"(0, 20)",14.193333333333332,15,15,1,1,909,2,1,4.193333333333333,"[2.1933333333333316, 26.19333333333333]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 2.1933333333333316 and 26.19333333333333%,No Impacts
15,15,15,15,15,15,0.0,0,71.1,0,0,83.1,SAN,0,"(20, 40)",0,12.0,"(20, 40)",19.098565575664367,16,15,0,0,0,0,1,-10.901434424335632,"[7.098565575664367, 31.098565575664367]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 7.098565575664367 and 31.098565575664367%,No Impacts
16,16,16,16,16,16,0.0,0,34.7,27,0,61.7,TPA,0,"(8, 28)",0,0.0,"(8, 28)",17.163333333333334,17,15,1,0,1612,1,1,-0.8366666666666667,"[5.163333333333334, 29.163333333333334]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 5.163333333333334 and 29.163333333333334%,No Impacts
17,17,17,17,17,17,0.0,0,65.4,30,0,95.4,BWI,0,"(27, 47)",0,0.0,"(27, 47)",17.94516705516705,18,15,0,2,158,2,1,-19.05483294483295,"[5.945167055167051, 29.94516705516705]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 5.945167055167051 and 29.94516705516705%,No Impacts
18,18,18,18,18,18,0.0,0,18.0,100,0,118.0,PHL,0,"(39, 59)",0,0.0,"(39, 59)",20.665266955266954,19,15,1,5,386,6,1,-28.33473304473305,"[8.665266955266954, 32.66526695526696]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Managable Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 8.665266955266954 and 32.66526695526696%,No Impacts
19,19,19,19,19,19,0.0,0,37.15,0,0,43.15,SLC,0,"(0, 20)",0,6.0,"(0, 20)",12.656666666666666,20,15,0,0,0,0,1,4.656666666666666,"[0.6566666666666663, 24.656666666666666]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 0.6566666666666663 and 24.656666666666666%,No Impacts
20,20,20,20,20,20,4.78,0,0.0,33,0,37.78,DTW,0,"(0, 20)",0,0.0,"(0, 20)",22.26333333333333,21,15,0,1,1749,1,1,17.263333333333332,"[10.263333333333328, 34.26333333333333]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 10.263333333333328 and 34.26333333333333%,
21,21,21,21,21,21,0.0,0,31.266666666666666,58,0,89.26666666666667,MSP,0,"(24, 44)",0,0.0,"(24, 44)",23.043427405927403,22,15,2,0,4580,2,1,-10.956572594072597,"[11.043427405927403, 35.0434274059274]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 11.043427405927403 and 35.0434274059274%,No Impacts
22,22,22,22,22,22,0.0,0,40.3,248,0,292.3,SFO,0,"(80, 100)",0,4.0,"(80, 100)",23.479999999999976,23,15,3,7,2539,10,1,-121.52000000000002,"[11.479999999999976, 35.479999999999976]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 11.479999999999976 and 35.479999999999976%,No Impacts
23,23,23,23,23,23,0.0,0,38.925,53,0,92.675,IAH,0,"(25, 45)",0,0.75,"(25, 45)",32.69235699485699,24,15,1,0,6656,1,1,-2.307643005143006,"[20.692356994856993, 44.69235699485699]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 20.692356994856993 and 44.69235699485699%,No Impacts
24,24,24,24,24,24,0.0,0,51.45,190,0,247.9954545454545,SEA,0,"(80, 100)",0,6.545454545454545,"(80, 100)",30.53333333333333,25,15,3,7,2539,10,1,-90.46666666666668,"[18.53333333333333, 42.53333333333333]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 18.53333333333333 and 42.53333333333333%,No Impacts
25,25,25,25,25,25,0.0,0,81.95,0,0,89.15,PHX,0,"(24, 44)",0,7.199999999999999,"(24, 44)",17.367817256595227,26,15,0,0,0,0,1,-16.632182743404773,"[5.367817256595227, 29.367817256595227]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 5.367817256595227 and 29.367817256595227%,No Impacts
26,26,26,26,26,26,0.0,0,33.099999999999994,0,0,38.24285714285713,LAS,0,"(0, 20)",0,5.142857142857142,"(0, 20)",15.423333333333334,27,15,0,0,0,0,1,9.423333333333334,"[3.423333333333334, 27.423333333333332]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 3.423333333333334 and 27.423333333333332%,No Impacts
27,27,27,27,27,27,0.0,0,49.8,5,0,54.8,CLT,0,"(5, 25)",0,0.0,"(5, 25)",20.111851851851853,28,15,1,0,608,1,1,5.111851851851852,"[8.111851851851853, 32.11185185185185]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,No/Few Arrival Delays,0,Predicted Departure Delays Between 8.111851851851853 and 32.11185185185185%,No Impacts
28,28,28,28,28,28,0.0,0,45.575,0,0,50.825,DEN,0,"(2, 22)",0,5.25,"(2, 22)",19.746666666666663,29,15,0,0,0,0,1,7.746666666666667,"[7.746666666666663, 31.746666666666663]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 7.746666666666663 and 31.746666666666663%,No Impacts
29,29,29,29,29,29,0.0,0,49.025,0,0,53.525,LAX,0,"(4, 24)",0,4.5,"(4, 24)",17.68,30,15,0,0,0,0,1,3.68,"[5.68, 29.68]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,0,No Impacts,Predicted Departure Delays Between 5.68 and 29.68%,No Impacts
30,30,30,30,30,30,0.0,0,0.0,20,0,20.0,IND,1,"(0, 20)",0,0.0,"(0, 20)",14.86,31,15,1,1,861,2,1,18.86,"[2.8599999999999994, 26.86]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 2.8599999999999994 and 26.86%,No Impacts
31,31,31,31,31,31,0.0,0,0.0,78,0,78.0,OKC,1,"(17, 37)",0,0.0,"(17, 37)",17.662565669946137,32,15,0,0,0,0,1,-9.337434330053863,"[5.662565669946137, 29.662565669946137]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.662565669946137 and 29.662565669946137%,No Impacts
32,32,32,32,32,32,0.0,0,0.0,53,0,53.0,MCI,0,"(4, 24)",0,0.0,"(4, 24)",11.913333333333334,33,15,1,0,6510,1,1,-2.0866666666666664,"[0, 24]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 0 and 24%,No Impacts
33,33,33,33,33,33,0.0,0,0.0,25,0,25.0,RDU,0,"(0, 20)",0,0.0,"(0, 20)",15.086666666666666,34,15,1,1,246,2,1,16.086666666666666,"[3.086666666666666, 27.086666666666666]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 3.086666666666666 and 27.086666666666666%,No Impacts
34,34,34,34,34,34,5.024000000000001,0,0.0,5,0,10.024,CLE,1,"(0, 20)",0,0.0,"(0, 20)",11.963333333333336,35,15,1,0,1312,1,1,20.96333333333333,"[0, 24]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,0,Predicted Departure Delays Between 0 and 24%,Minor Impacts
