,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,ceilingvis,crosswinds,departures,severe,winterwx,sum,airport,nodepart,delayrange,natsvr,arrivalimpacts,delayrange.1,delays,ac,hour,west,east,maxsize,numpoints,weekday,pred_dif,delayrangeF,local_time,i_wind,cv,i_winter,i_dep,i_nat,i_arr,i_svr,i_dr,i_cv
10,10,10,10,10,10,0.0,0,0.0,10,0,10.0,JAX,1,"(0, 20)",0,0.0,"(0, 20)",15.226666666666668,11,21,2,0,1106,2,1,24.226666666666667,"[3.2266666666666683, 27.226666666666667]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 3.2266666666666683 and 27.226666666666667%,No Impacts
11,11,11,11,11,11,0.0,0,0.0,35,0,35.0,STL,1,"(0, 20)",0,0.0,"(0, 20)",29.13,12,21,1,2,184,3,1,25.13,"[17.13, 41.129999999999995]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 17.13 and 41.129999999999995%,No Impacts
12,12,12,12,12,12,0.0,0,0.0,116,0,125.0,AUS,0,"(43, 63)",0,9.0,"(43, 63)",17.712594072594072,13,21,3,3,2040,6,1,-35.28740592740593,"[5.712594072594072, 29.712594072594072]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 5.712594072594072 and 29.712594072594072%,No Impacts
13,13,13,13,13,13,0.0,0,0.0,182,0,206.0,PDX,0,"(80, 100)",0,24.0,"(80, 100)",26.56380952380951,14,21,6,8,389,14,1,-71.43619047619049,"[14.56380952380951, 38.56380952380951]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Elevated Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 14.56380952380951 and 38.56380952380951%,No Impacts
14,14,14,14,14,14,0.0,0,0.0,15,0,16.0,BNA,0,"(0, 20)",0,1.0,"(0, 20)",20.30666666666667,15,21,0,1,461,1,1,26.30666666666667,"[8.306666666666668, 32.30666666666667]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Some T-Storm Impacts,Predicted Departure Delays Between 8.306666666666668 and 32.30666666666667%,No Impacts
15,15,15,15,15,15,0.0,0,0.0,0,0,75.0,SAN,0,"(16, 36)",0,75.0,"(16, 36)",22.42019207683073,16,21,0,0,0,0,1,-3.579807923169267,"[10.42019207683073, 34.42019207683073]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Signifcant Arrival Delays,No Impacts,Predicted Departure Delays Between 10.42019207683073 and 34.42019207683073%,No Impacts
16,16,16,16,16,16,0.0,0,0.0,30,0,33.6,TPA,0,"(0, 20)",0,3.6,"(0, 20)",19.796666666666667,17,21,2,1,1424,3,1,16.796666666666667,"[7.796666666666667, 31.796666666666667]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Moderate T-Storm Impacts - Possible Ground Stop,Predicted Departure Delays Between 7.796666666666667 and 31.796666666666667%,No Impacts
17,17,17,17,17,17,0.0,0,37.1,65,0,104.1,BWI,0,"(32, 52)",0,2.0,"(32, 52)",31.44665112665113,18,21,1,3,411,4,1,-10.553348873348872,"[19.44665112665113, 43.44665112665113]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 19.44665112665113 and 43.44665112665113%,No Impacts
18,18,18,18,18,18,0.0,0,0.0,135,0,136.0,PHL,0,"(49, 69)",0,1.0,"(49, 69)",22.16888888888889,19,21,3,6,452,9,1,-36.83111111111111,"[10.16888888888889, 34.16888888888889]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 10.16888888888889 and 34.16888888888889%,No Impacts
19,19,19,19,19,19,0.0,0,41.95,0,0,61.45,SLC,0,"(8, 28)",0,19.5,"(8, 28)",18.223333333333333,20,21,0,0,0,0,1,0.2233333333333332,"[6.223333333333333, 30.223333333333333]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Scattered Arrival Delays,No Impacts,Predicted Departure Delays Between 6.223333333333333 and 30.223333333333333%,No Impacts
20,20,20,20,20,20,4.36,0,0.0,50,0,56.61,DTW,0,"(6, 26)",0,2.25,"(6, 26)",20.2,21,21,2,2,1257,4,1,4.2,"[8.2, 32.2]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 8.2 and 32.2%,
21,21,21,21,21,21,0.0,0,0.0,55,0,62.0,MSP,0,"(9, 29)",0,7.000000000000001,"(9, 29)",21.954166666666666,22,21,2,3,533,5,1,2.9541666666666666,"[9.954166666666666, 33.954166666666666]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 9.954166666666666 and 33.954166666666666%,No Impacts
22,22,22,22,22,22,0.0,0,30.366666666666667,209,0,250.36666666666667,SFO,0,"(80, 100)",0,10.999999999999998,"(80, 100)",32.850158730158725,23,21,7,8,480,15,1,-89.14984126984127,"[20.850158730158725, 44.850158730158725]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 20.850158730158725 and 44.850158730158725%,No Impacts
23,23,23,23,23,23,0.0,0,25.975,37,0,67.475,IAH,0,"(12, 32)",0,4.5,"(12, 32)",30.66916666666667,24,21,2,1,994,3,1,8.669166666666667,"[18.66916666666667, 42.66916666666667]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 18.66916666666667 and 42.66916666666667%,No Impacts
24,24,24,24,24,24,0.0,0,45.55,167,0,235.4590909090909,SEA,0,"(80, 100)",0,22.90909090909091,"(80, 100)",27.9568253968254,25,21,7,8,480,15,1,-86.0431746031746,"[15.956825396825398, 39.956825396825394]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Elevated Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 15.956825396825398 and 39.956825396825394%,No Impacts
25,25,25,25,25,25,0.0,0,44.45,0,0,73.25,PHX,0,"(15, 35)",0,28.8,"(15, 35)",19.6434627184207,26,21,0,0,0,0,1,-5.3565372815793,"[7.6434627184207, 31.6434627184207]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Elevated Arrival Delays,No Impacts,Predicted Departure Delays Between 7.6434627184207 and 31.6434627184207%,No Impacts
26,26,26,26,26,26,0.0,0,36.73333333333333,0,0,59.87619047619047,LAS,0,"(7, 27)",0,23.142857142857142,"(7, 27)",16.57888888888889,27,21,0,0,0,0,1,-0.4211111111111111,"[4.578888888888891, 28.57888888888889]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Elevated Arrival Delays,No Impacts,Predicted Departure Delays Between 4.578888888888891 and 28.57888888888889%,No Impacts
27,27,27,27,27,27,0.0,0,23.9,10,0,35.9,CLT,0,"(0, 20)",0,2.0,"(0, 20)",20.953333333333333,28,21,2,0,692,2,1,16.953333333333333,"[8.953333333333333, 32.95333333333333]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,0,Some T-Storm Impacts,Predicted Departure Delays Between 8.953333333333333 and 32.95333333333333%,No Impacts
28,28,28,28,28,28,0.0,0,42.175,39,0,98.425,DEN,0,"(29, 49)",0,17.25,"(29, 49)",33.1894943019943,29,21,1,2,255,3,1,-5.8105056980057,"[21.1894943019943, 45.1894943019943]",Apr 22 (Sat) 03:00 PM,No Impacts,0,No Impacts,Near Max Capacity,No Impacts,Scattered Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 21.1894943019943 and 45.1894943019943%,No Impacts
29,29,29,29,29,29,0.0,0,29.55,10,0,65.05,LAX,0,"(10, 30)",0,25.5,"(10, 30)",18.960833333333333,30,21,2,0,377,2,1,-1.0391666666666666,"[6.960833333333333, 30.960833333333333]",Apr 22 (Sat) 02:00 PM,No Impacts,0,No Impacts,Higher Flow,No Impacts,Elevated Arrival Delays,Some T-Storm Impacts,Predicted Departure Delays Between 6.960833333333333 and 30.960833333333333%,No Impacts
30,30,30,30,30,30,0.0,0,0.0,5,0,5.0,IND,1,"(0, 20)",0,0.0,"(0, 20)",16.866666666666667,31,21,1,0,443,1,1,28.866666666666667,"[4.866666666666667, 28.866666666666667]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,0,Predicted Departure Delays Between 4.866666666666667 and 28.866666666666667%,No Impacts
31,31,31,31,31,31,0.0,0,0.0,108,0,108.0,OKC,1,"(34, 54)",0,0.0,"(34, 54)",18.33359435956997,32,21,0,0,0,0,1,-25.66640564043003,"[6.333594359569972, 30.33359435956997]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,No/Few Arrival Delays,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 6.333594359569972 and 30.33359435956997%,No Impacts
32,32,32,32,32,32,0.0,0,0.0,40,0,41.2,MCI,0,"(0, 20)",0,1.2,"(0, 20)",21.676666666666662,33,21,2,2,656,4,1,14.676666666666666,"[9.676666666666662, 33.67666666666666]",Apr 22 (Sat) 04:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Extensive T-Storm Impacts - Ground Stop Likely,Predicted Departure Delays Between 9.676666666666662 and 33.67666666666666%,No Impacts
33,33,33,33,33,33,0.0,0,0.0,0,0,3.0,RDU,0,"(0, 20)",0,3.0,"(0, 20)",15.946666666666664,34,21,0,0,0,0,1,28.946666666666665,"[3.9466666666666637, 27.946666666666665]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,No Impacts,Predicted Departure Delays Between 3.9466666666666637 and 27.946666666666665%,No Impacts
34,34,34,34,34,34,5.823999999999999,0,0.0,10,0,17.023999999999997,CLE,1,"(0, 20)",0,1.2,"(0, 20)",19.67,35,21,2,0,1239,2,1,24.67,"[7.670000000000002, 31.67]",Apr 22 (Sat) 05:00 PM,No Impacts,0,No Impacts,Few Departures,No Impacts,0,Some T-Storm Impacts,Predicted Departure Delays Between 7.670000000000002 and 31.67%,Minor Impacts
